Experiment,Topic,ID,Segment1_Notes,Segment2_Notes,Segment3_Notes,Segment4_Notes
1,Physics,6260257,Lasers were developed from masers. Masers produce microwaves. Lasers are powerful light beams.   Lasers are monochromatic lights (only one color). LIght waves in a laser are coherent. ,Making a Laser - needs atoms containing electrons called the medium and something to stimulate the atoms.   Lasers make electromagnetic radiation and give off photons. ,"When lasers emit energy, they create photons identical in energy, frequency, and wavelength. Types of lasers - solid, liquid, gas, semiconductor, fiber.   ","Laser uses - carbon dioxide lasers for cutting, many types of surgeries, barcode scanners, DVDs, streaming, fiber optic internet.  Laser uses - laser-based weapons, "
1,Physics,6451296,"masers-microwaves and radio waves  Gordon gloud, invented masers lasers powerful light beams lasers vs powerful  flashlights laser light is coherent lasers make monochromatic light ,waves are mixed","Making a laser  we need electrons, stimulation of atoms  high electric supply spontaneous emissions   Stimulation emission radiation  electron and energy level  medium will have more electrons in ground state stimulated emission ","electromagnetic radiation   solid, gas , liquid and semiconductor lasers are types of lasers
fibre optic cables have coherent property ","lasers uses, industrial cutting ,in medicine to treat tumours 
lasers as weapon   orbital satelii uses lasers
lasers can destroy the target "
1,Physics,6428856,"1. lASERS, QUANTUM AND STIMULATED FACTORS,  MASERS RESULTED TO LASERS mA 1. MASERS PRODUCES RADIACTIVES AMD MICROWAVES. 2. LASERS ARE VERY POWERS LIGHT BEAMS THAT PENETRATES IN DIFFERENT MEDIA. 3. uSED IN SCANNERS, DISCS, EMAILS.",MAKE LASER BEAM 1. NEED  ATOMS TO BE STIMULATED 2. PRODUCT TO STIMULATE LIKE FLASHTUBE AND RUBY CRYSTAL STIMULATOR 3. ABSORPTION PROCESS TAKES PLACE. 4.   EMISSION TYPES 1. SPONTANEOUS 2. STIMULATED,"LASER LIGHTS 1. ENERGY EXISTS IN UNITS OF QUANTUM 2. SOLID, LIQUID...DYE..., GAS..C02...SEMI CONDUCTOR, FIBRE  SLG AND FS LASERS","USE OF LASERS
1. CORNEA SURGERY
2. SCANNERS, DVD  MILITARY WEAPONS USE"
1,Physics,6429888,"hsitory of lasers, masers to lasers, light plus maser equals laser, lasers lights,   laser waves, laser lights are coherent, ","making lasers, use of atoms and electrons, absoption process from ground state, spontaneous emission process, stimulated emission, radiation, excited state,  m meta stable state, ","quantum quantity, doping  gas laser commonly co2, fibre optics, no data loss, liquid, solid, semi-conductor","james bond movie exposed lasers use, uses of lasers include industrial cutting, medical use, discs and scanning  nuclear reactors in space weapons, destroy enemy missiles, cheaper as its only energy needed"
1,Physics,6260506,"Lasers made in early 19th century Near when Einstien made his discoveries mid 19th for practical use masers - micro/radio waves  Charles towne and arthur schawlow - nobel price Gordon Gould came up with the concept Powerful light beams Many different uses monochromatic tight/narrow beam   ","Load of atoms need electrons  need to stimulate the medium with ruby crystal with flash tube wrapped around it for red lasers flash tube stimulates the medium   Absorption is excited state emits that radiation ",  ,  
1,Physics,6426512,Lasers History lasers from masers which are invisible lasers are light beams   laser waves are coherent,make laser atoms in different states stimulated ruby crystal as medium for smimulation of atoms absorption to high energy level called ground statee spo and st i  spo and sti emissions electro radiation ,electromag radiation 5 laser types l lasers made by different colors   uses of lasers,"uses of lasers
co2 lasers cutting indystry
medical use, tumors, skin, eyes operation
scanners
 sdi  sdi use in weapons
lae]sers cheap"
1,Physics,6260276,"Early 19th century Maser not visible   ","ruby crystal spontaneous emission stimulated emission  stimulated emission ","quantum the smallest quantity of energy when lasers emit energy create photons identical in energy  types of lasers: solid state laser doping high powered beams gas lasers use gas co2 as medium  liquid laser use organic dye solution as medium make different color  semiconductor  fiber lasers use doped fiber optic as medium    t charles towne",reversible LASIK  
1,Physics,6419185,"Lasers 19th century, quantum and stimulation Masers invisible. lasers as light beams scanners, dvd disc, clothes, email   lasers as huge waves, ",Making lasers atom stimulatorelectrons ground state   stimulated and spontaneous emission Electromagnetic radiation Groundstate....absorption....meta stable state.,Types of laser lights energy exist in terms of quantum solid liquid gas semi conductor fibre doping co2 lasers fibres help send signal without data loss  Wide range use of,"Uses of Lasers
COs lasers
medical use
 mil millitary weapons, tv, "
1,Physics,6260532,"lasers created 19th century - albert einstein light and photons maser - micro and radio waves (not visible) - towne and schawlow (50s) laser - visible - Gould (57) (77 got money) lasers are powerful light beams (originally didn't know what to do with them) uses of lasers, DVD, scanners, pointers, lasic, clothing cutting, emails   huge ocean waves = lasers lasers make monochromatic lights laser light waves are coherent ",  ,  ,  
1,Statistics,6260216,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)","descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba","observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa","experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
1,Statistics,6260223,"collecting and anaylzing data
 population - entire collection of objects of interest
 no always possible to obtain accurate population statistics (lack of census data, wide scale, etc.)
  Sampling -  sampling to accomodate errors in population data - subset of population
 Sample (n)
 Population (N)
 finite population stats - - - 
 good sample should look like the population
 descriptive vs inferential stats
 descriptive - summarizing
 inferential - inferring - more assumptions
 why are there videos on the side these are so distracting 
 example: descriptive stats tell you about a baseball game - data we know
 inferential example: data we don't necessarily have - weather station predictions/future predictions/
 ","descriptive - graphing, describing, characterizing
 example - average height for example - tell something about sample
 inferential - tell about population
 right handed in my college vs campus
 upper and lower bounds on things
 random sampling - equally likely to be picked 
 analysis relys on data
 collecting data - experiment vs direct observation
 experiments - clinical trials, psyc experiements - not enough time today????? 
 direct observation - very frequent - surveys are most common
 cross-sectional - retrospective - prospective
 cross sectional - measurement at given time - look at data - example - height in May 1990 male vs female
 retrospective - go back in time - what happened historically
 prospective - going forward in time - longitudin
  al dat longitudinal data - track data across time - forward
 ","observational studies - don't affect the action - collect data as you observe - could forget to collect variables which can cause problems 
 confounding variables - hidden variable driving things that was neglected to be observed/collected - never can really show causation - can't collect all variables (forgot to ask age, location, etc.) - affect results
 example of confounding variable - smoking leading to cancer - data in 80s based on observational studies that didn't consider smoking 
 example - more firefighter
 
   worry about confounding variables 

in experimental - you affect action - you cause what's going on 

cricket example - mating sick vs healthy

dealing with confounding variables - randomizatin

randomization - control over aspects like size, location, health, etc. 

ronald fisher - he existed i guess

","experiments vs observational studies 

experiments expensive, potentially unethical and difficult

don't deliberately cause harm in experiments

observational studies/surveys

convenience sampling - convienent to access

stratified- split population into different groups and randomly sample each (gender, age, etc)

still need unbiased groups

biased tends to favor one thing o ver anothe generalization - need unbied sample to represent and make predictions about population

selection bias - the selected subset doesn't represent the whole population

nonresponse bias - sample does not want to respond

response bias - not wording things in a neutral way ""what issue do you have with x"" vs ""are there any concerns""

d"
1,Statistics,6260229,"Stats= collecting and analysing data
 
 Population = an group of things - the entire collection of objects you're interested in
     Sometimes you cannot have an exact number for the population you seek
 
 
 
   Sample= subset of the population
 Finite population stats = small group represting the population
 averages, max, min etc are descriptive statistcs - they describe the data as a summary (Sports games stats)
 Inferential stats predict information - tells us things about data we don't actually have
 ","Graphing, describing, characterizing = descriptive statistics
 Tell you something about the population = inferential statistics
 Random sampling - everyone in the population is equally likely to be picked
 Collecting data:
 Experement - 
 Direct Observation - The two ways of collecting data 
 1. Cross sectional - Most common, comparing data across groups at the same time, you stop time
 2. Retrospective studies - Go back in time, what happened historically looking at existing data - Robert Fogel study
 3. Prospective studies - GOIN Prospective -  Prospective Study - going forward in time, the person who collects the data designed the study and track data across time.","Observational studies - don't affect the action, you look but do not touch
 Collect data as you observe - you cannot draw cause and effect
 
 Confounding variables - you might think that x causes y but z might contribute to y but you just missed it
 age, location, etc.
 ex: smoking=cancer but there was large controversies, what about other poor health habbits people who smoke have
 the more firefighters, the more fire damage you get, the size of the fire is the confounding variable
 The bigger a kid's feet the smarter the kid - the age = confounding variable
 
 Experimental studys - you affect the action
 
   Dealing with Confounds - you controlled all the other variables

randomization allows control - the duct tape of statistics

Ronald Fisher - foather ","People are not supposed to be harmed in a vacine study which makes it more ethical - sometimes it is hard to do experements in practice



Simple Random Sampling (SRS) - 

Convenience Sampling - sampled simply because they are convinient to be picked -roomate

Stratified sampling, Asking men a question, asking women a question - spliting them into groups



Unbiased vs biased sampling - sampling a football team on who they think will win the superbowl, knowing shopping habits of people you cannot only sample people who are in the mall in the middle  of the work week Selection bias - 2:00am your sample is biased to people who can be outside late at night and there is non-response bias. Many people will ignore you because it is so late



Response bias - leading questions make data invalid

"
1,Statistics,6260310,"Stats Lecture - Collecting & analyzing data - Ask qs abt pop'ns - Pop'ns: Collection of individuals or objects (e.g. pop'n for community college) - If question is % of men on campus, then pop'n is all ppl on campus - Not always possible to obtain the pop'n (e.g. Census) - Sampling:  Sampling: Sub Sampling: Subset of the pop'n - Population: N - Sample: n - Finite pop'n stats: Use smaller sample to represent larger pop'n - A good sample should look like the pop'n - 2 types of stats:         - Descriptive stats: Summarizing smth (present & describe data like minimums, maximums)         - Inferential  stats: Draw inferences, make predictions abt data we don't have","Descriptive Stats: Graphing, describing, characterizing data (e.g. avg height of male & female students. They tell you smth abt the sample Inferential Stats: Tell you smth abt the pop'n Random Sampling: Everyone in pop'n is equally likely to be picked  Collecting Data Experiments: Psych experiments, clinical trials Direct Observation: Survey 3 types of observational studies: Cross-sectional, retrospective,  Cross-sectional:  - Comparing data acoss groups at the same time - Stopping time Retrospective: - go back in time - history - examine existing data Prospective: - go for Prospective: Go forward in time Prospective: - go forward in time - longitudinal data - track data across time","Observational Studies - Observe whats going on, don't affect the action - Observe, dont interfere - Collect data as you observe - cannot d  Confounding Variables:
- You might think that X causes  Y, but another variable may contribute to Y (Z)
- Can never rlly show cause and effect in observation studies
- hidden variables that affect results Experimental Study
- Unlike observations, you affect the action
- U cause whats going on
- You control all other variables through Randomization, eliminating confondoung variables
- Ronald Fisher is the father of modern-day stats and experimental desi","Experiments vs. Observational Studies
- experiments can be expensive, difficult to run, unethical
- if you dont care about causality, you dont rlly need to do an experiment (e.g. determine a variable is related to another, not that it causes the other variable)
- Convenience sampling: Choose sample based on ease of access
- Stratified sampling: split popn into diff groups and then randomly sample from each
- sample needs to be unbiased
-   ask yourself: whos the target popn of your study?
- Generalization: need unbiased sample to represent and make predictions abt popn
- Selection bias: selected subset donesnt represent the whole popn
- nonresponse bias: the selected sample doesnt wanna respond
- Response bias: leading questions can cause Response bias. makes data invalid"
1,Statistics,6260321,"stats: a way of collecting and analyzing data.
 In stats, they ask things about populations. These are a collection of individuals or objects that you are interested in. 
 Sometimes you cannot obtain the population. 
 A sample is a subset of the population. N= population and n=sample. 
 finite population stats: use a smaller sample to represent a larger population. 
 A good sample should look just like the population. 
 Two types of stats; descriptive vs inferential. Descriptive= summarizing something and inferential= infering or predict  Inferential; used to predict. Use the data we have to predict data we don't have. 
 ","Descriptive stats: graphing, describing, and characterizing data. 
 Tells us something about the sample. 
 Inferential stats; tells us something about the population 
 Random Sampling is equally likely to be picked. This means everyone can be picked; equally. 
 Collecting data... experiment vs. direct observation. 
 The experiment is important to know how to design them. 
 Direct observation; the simplest kind is a survey. cross-sectional, retrospective, and prospective studies. 
 Cross-sectional is when you take a measurement at a time and compare the data. 
 Retrospective studies go back in time. 
 Prospective studies go forward in time. they are logitd
  ud Prospective studies normally are done by people who collected ","Observational studies don't affect the action, they just observe.  You collect data as you observe but you can be in trouble if you forget vari
  Confounding variab Confounding variables: something that may contribute to y that is not x. 

You can't show cause and effect in observational studies. Hidden variables that affect your results. 

Experimental studies you affect the action. You cause what is going on. 

Ensuring there is not a confounding variable. Randomization!!!!

This allows control of other variables that c...

Ronald Fisher is the father of modern day st","Experiments are expensive, difficult, and unethical. If you don't care about causality, then don't run an experiment. 

Think... cause or related to. Which do you want? 

SRS is simple random sampling Which is everyone has an equal chance to be picked.

Convenience sampling is choosing a sample based on ease of access. It is convenient 

Stratified sampling is splitting the population into smaller group and randomly sample from each. 



Your sample needs to be unbiased  Generalization is needed an unbiased sample to represent and make predictions about the population. 

Selection bias is the selected subset that doesn't represent the whole population. 

Nonresponse bias 

Response bias when you don't word your question in a neutral way. this makes data invalid. 

"
1,Statistics,6260346,"statistics is a way of collecting and analyzing data - ask questions about populations: collections of individuals or objects - any group you're interested in Not always able to obtain population; e.g. total population of men in the US 9people leave, enter the country) Exception: tiny nations with tiny populations  sample - subset of population... anticipated to represent the population   des criptive vs in inferential statistics vs descriptive e.g. how well a company pays its employees - average salary? summary...sports scores tell us something about the game (descriptive) tell us something about we don't actually have (inferential)  weather station example - predicting next hour, day, week... installed = sample, weather in every city even where not installed = population  want to draw inferences about places that didn't have weather ","descriptive - graphing, describiing, characterizing  male vs female students height... descriptove = average height of male and female students... tells us something about the sample  inferential - tells us something about the population average weight of those in our major, related to average major on campus.... infer from sample to population test hypotheses how you collect data is just as important as the results... equally likely to be picked  experiemtn vs directo bservation  how to design experiment? clinical trials, agricultrual experiments   direct observation-done all th e time... survey is most common direct observation  observational studies: 1) cross sectional, retrospective, prospective all involve time in a different way cross -sectional: measurement at a given time when you look at data... survey sample of men and a smple of women... data shows height at time of data collection. compare data across groups  retrospective goes back in time - what happened historically?  looking at existing data already collected e.g. facebook data publicly available... used for specific purpose  prospective goes forward in time -continuous follow up same person who designs study and performs study  ","observational - don't affect the action... observe but don't interfere collect data as you observe, can never show causastion in observational studies (lurking variable aka confounding variable) can be a third variable that affects the situation that you're unaware of  hidden variables that affect your results...  smoking -> canceralready prexisting poor health habits unrelated to smoking?   ","experiemnts - expensive, difficult to run, unethical
lots of work... if you dont care for causality you dont need an experiemnt related vs cause are different  srs
convenience vs stratified split up groups
selection
nonresponse
response - not neutrally worded
"
1,Statistics,6260389,"collecting and alayzing data 
 population: not possible to get   sample if you cant get whole population
 sample much smaller
 random smaller group- sample
 finite pop stats
 good sample represents population
 descriptive stats: summarize something ex: game stats
 inferential: predicting something ex: weather stations- infer upcoming using past
 
 ","descriptive: graphing, describing, characterizing- tell about sample
 inferential- tell about population
 random sampling: everyone in pop is equally likely to be picked
 experiment: 
  experiments: 1. experiments: 
 2. direct observation: surveys
 -cross section: most common, measurement at a given time ex: height
 -retrospective: go back in time ex: historical data/ already exists 
 - prospective: logitudinal/go forward in time ex: nurses fill out form every 6 months","observational: don't affect action, don't interfere in whats going on
 collect data as you observe
 NO causation- lurking/confounding variable
 - make sure you are asking the right questions to make sure you end up with the right conclusion
 -cant show cause/effect in observational b/c you can't measure every variable
 confounding: hidden and effect results ex:smoking- could have other variables causing cancer
 ex; firefighters and fire damage- size of the fire, not fighter causing damage
 ex ex: big feet/int intelligence

experimental studies: YOU affect the action ex: make a cricket sick 

how can you be sure? you controlled all the variables

-randomize all the variables to do so

control for confounding through randomization

Ronald Fisher- father o","why do observational? experiements can be hard/lot of work

don't care about causality- don't really need experiment 

question leads to which type of study

research ethics- don't deliberately cause harm 

  simple random sampling- everyone is equally likely to be picked

convenience sampling- convenient to be picked

stratified- split entire pop into groups, 

unbiased sampling is important- bias leads to one group being favored

ex: SuperBowl, shoppers on one specific day

generalization: representation of whole pop, can be generalized

selection bias: selection doesn't represent the whole pop

nonresponse bias: certain people don't want to answer

response bias: leading questions- makes data invalid

"
1,Statistics,6260415,"Statistics asks questions of the population
 The population is what you are interested in
 It's not always possible to obtain the population
 Sampling is a subset of the population to make it easier to count the statistics of the population
 Good sample has diversity
 Descriptive and inferential statistics
 Descriptive=Describing
 Inferen tial Inferential predict what we don't have
 Ex. Predicting weather/weather stations
 
 ","Descriptive is characterizing, graphing, and describing.
 They tell you something about the population
 Random Sampling: everyone in the population is equally likely to be picked
 Collecting data: experiment and direct observation
 Clinical trials: Practice
 Direct observations: survey, cross-sectional, retrospective, prospective 
 Cross sectional: comparing data across groups at the same time. Stopping time.
 Retrospective: Go back in time (ex. Fogel's civil war veteran study)
 Retrospective is like going back in time and seeing the data collected from beforehand.
 Prospective data
 
 
  1 Prosepctive: go forward in time, longitudinal data, track data acros","Observational studies: don't affect the action
 Observational studies: collect data as you observe
 When doing a survey you gotta ask the right questions to get the real data
 Can't show cause and effect in observation studies
 
   Have to think about confounding variables in observational studies

Experimental study: You affect the action because you know what is going on

Randomization allows control of other (couldn't finish)

Ronald fisherL father modern day

","Experiments are expensive, difficult, and unethical. 

Hard to show cause

Simple random sampling: everyone has an equal chance to be selected

Convenience sampling: Choose a sample based on ease of access

StratifeiedL SPlit population into different groups and then randomly sample from each.

Sample needs to be unbiased

  Generalization: need unbiased sample to represent and make predictions about population

Selection bias: the selected subset doesn't represent the whole population

Nonresponse bias: sample does not want to respond

Response bias: leading questions can cause response bias, makes data invalid.

"
1,Statistics,6260572,"Stats - way of collecting and interpreting data population - a collection of individuals or organizations - not always possible to obtain or be exact with sampling is a subset of "" to approximate it N - population n - sample Finite sample statics: aproximating with a smaller sample size  Descriptive stats - describes da influencial stats  Stats - way of collecting and interpreting data population - a collection of individuals or organizations - not always possible to obtain or be exact with sampling is a subset of "" to approximate it N - population n - sample  Stats - way of collecting and interpreting data population - a collection of individuals or organizations - not always possible to obtain or be exact with sampling is a subset of "" to approximate it N - population n - sample  descriptive describes and presents the data as is inferential is when meaning inferences and predictions is ascribed to data. bias exists in both forms  ","descriptive - average height - tells you about the sample inferential tells you about the population rather - tests hypothesis and upper and lower bounds  random sampling - propbability sampling, everyone in population is equally likely to be selected as anyone else    direct observations - a survey cross section - take mesausrement and compare across groups at same time retrospective - Goes back in time - examine existing data - robert fogel prospective - goes forward in time, tracks data across time","observational doesnt affect the action of the study cannot draw causational relationship confounding variable, hidden might contribute to other variables  experiemental studies however you affect the action randomization allows control of other variables you cannot control
ronald fisher father of moden","convenience sampling - ease of access, ie asking patients in an emergency room about illness  "
1,Statistics,6260824,"stats - collecting and analyzing data
 population (N)- the entire collection of objects/people. Can't always obtain the whole population
 finite population statistics are the sample (n) - subset of population 
 Inferential - 
 descriptive - summarize
  infer percentages and stats are descriptives
 inferential - use data to collect info for data you don't have weather stations - sample
 all locations - ","graphing, describing characterizing data - descriptive ex. average height
 inferential - tells about the population. mean relating to total
 random sampling - equally likely to be picked
 experiment - 
 direct observation -   experiment - 
 direct observation - surveys
 cross-sectional - most common - stopping time
 retrospective - go back in time. what happened historically - Robert Fogel
 prospective - go forward in time - longitudinal - data collected over time","observational studies - don't affect actions. correlation doesn't e
  qual correlation does not equal causation

confounding variables - could be some variable that you didn't think of. hidden variables that affect your results

Ronald Fisher - Experimental - have hand in the action. control variables

randomization - control environment and physical attributes of everything. duct tape of statistics



","experimental - expensive, difficult to run, and unethical

Observational - simple random sampling - equal chance to be picked. 

convenience sampling - convenient to be picked

stratified - split population into random groups

unbiased sampling

biased -   biased - must generalize (generalization) to whole population

selection bias - subset that doesn't represent population

nonresponse - people don't want to respond

response bias - questions are bias and have assumptions

"
1,Statistics,6263285,"sample - a subset of the population, collected in attempt to estimate a representation of the population  ","descriptive statistics
 - describe the sample in the study (part)
 inferential statistics
 - describe the population in the study (whole)
 
 collecting data is as important as analyzing data
 - random sampling, no bias for sample selection
 - experimental vs direct observation studies
 
 observational studies
 -cross-sectional: data at one point in the present time 
 -retrospective: looking at historical data at a previous point in time
 -prospective:   prospective: data collected over a period of time in the current, follows study participants during the ","obser observational studies - cannot show ca observational studies - cannot show causation

confounding variables - hidden variables that affect the results of a study

>may miss recording other metadata about subjects to draw accurate conclusions and correlations about the study conclusion



experimental study

-investigator changes a variable to change the outcome of the experiment

-control all other variables to negate confounding variables

-randomization eliminates confounding variables","experiment - gold standard to answering questions

-must define your question or goal

-ethical considerations - deliberate harm vs unintentional effects  random sampling - all subjects equally likely to be selected for the study

convenience sampling - ease of access of study subjects

stratified sampling - samples selected based on categorization requirements



biased - sample favors one group over another

-these are terrible explanations and teaching materials.



representative sample 



selection bias - consider the circumstances during your sampling period

response bias - wording questions in a non-neutral way, leading questions which guide the respondant toward an answer"
1,Statistics,6263307,"Statistics - colleting and alayzing data
 -Populations - collection of individuals or objects
 --Any demographic
 --Can't always obtain
   Sample - subset of the population
 -Pop = N
 -Sample = n
 -Finite population statistics
 -Sample should reflect population
 Descriptive statistics - Summarizing
 Inferential statistics - Inferring","Descriptive Statistics - Graphing, describing, characterizing
 -Tells about sample 
 Inferential Statistics - Tells about population
 Random sampling - equally likely to be picked
 Collecting data
 -Experiments (research methods)
 -Direct Observation
 --Cross-sectional - Comparing data across groups at the time
 ---Stopping time
 --Retrospective - Go back in time
 ---Examine existing data
 --Prospective - Forward in time
  ---Longit Longitudinal data
 Retro and prospective studies are o","Observational Studies - don't affect the action
 -Collect data as you observe
 -Cannot establish causal relationships
 --Confounding variables - Hidden variables that interferes with other variables  Experimental study - affect the action (casue what's happening)

-Randomization - allows controls for other variables... (confounding variables)

Ronald fisher - Father of m","Experiments

-Expensive

-Difficult

-Ethical concerns

--Deliberate harm vs abstaining from benefit

-Unnecssary for non-causality

Observational Studies

-Simple Random Sampling (SRS) - Everyone is equally likely to be picked

-Convenience Sampling - Sample based on ease of access

-Stratified Sampling - Split population by goup and randomly sample from each 

-Unbiased vs Biased -  Favoring one  Generalization - need unbiased sample to represent and make predictions about population

Selection Bias - subset doesn't represent teh whole population

Nonresponse bias - selected sample does not want to respond

Response bias - leading questions (invalidates data)"
1,Statistics,6263618,"statistics- collecting and reporting data
 pop.- the entire collection of individuals or objects (not always possible to obtain the pop.)   sample (n)- subset of the pop. (N) 
 finite population statistics- a good sample should look like the pop. 
 two types of stats.: descriptive (summarizing) inferential (making predictions) ","descriptive stats: graphing, describing,
 inferential stats: tells you something about the population
 random sampling: equally likely to be picked, the best way to get a sample
 can collect data using experiments (research methods) or direct observation 
 types of observational studies (cross-sectional (stopping time), retrospective (go back in time), prospec
  p prospective studies (going forward in time)","observational studies- you're not manipulating anything so you can't claim causation
 confounding variables (""lurking variables"")   in observational studies you need to watch out for confounding variables

randomization (""duct tape of stats."")  helps control confounding variables

ronald fisher- father of modern-day stats and ex","experiments can be expensive, unethical, and difficult (think about smoking causing lung cancer example)   simple random sampling (SRS)- everyone has an equal change to be selected

convenience sampling- samples are choosen based on ease of access. 

stratified sample- split population into different groups then randomly sample from each

SAMPLE NEEDS TO BE UNBIASED 

generalization- need an unbiased sample to represent the population

selection bias- when the subset doesn't represent the whole pop. 

nonresponse bias- sample doesn't want to respond

response bias- questions aren't worded in a nonbiased way (might lead to a certain response) "
1,Statistics,6263701,"Statistics: Way to analyze and collect data
 Populations: Collection of individuals or objects of interest  Sample: Subset of a population, (N>>n) (Example: Survey random group of people about president's approval rating), shouold be representative of population
 Descriptive: Summarizes known information (Example: Sports performance)
 Inferential: Form conclusions from statistics (Example: Predicting the weather)
 ","Descriptive: Graphing, describing, characterizing data (example: average height of sample)
 Inferential: Draw conclusions about population from sample
 Sampling: Best method is random sampling (everyone is equally likely to be picked)  Experiments: Observe samples in controlled setting
 Direct observation: Observe sample of population in the field 
 Cross-sectional data: Comparing data across groups at the same time (stop time to compare data)
 Retrospective: Go back in time to analyze existing data
 Prospective: Go forward in time","Observational study: Observer doesn't affect action, collect day  Confouding variables: Can't prove cause and affect because other variables can affect results (example: More firefighters leads to greater fire damage because of larger fires)

Experimental studies: Observer affects action of study","Observational studies are done because experiments are difficult to run and there can be ethics problems   Random sampling: Everyone equally likely to be picked

Convenience sampling: Picking based off ease of access

Stratified: Split population into different groups, then select randomly

Biased sampling: Survey inherently favors one results (example: Asking football team who is likely to win superbowl)

Response bias: Questions worded in a way to caused biased responses"
1,Statistics,6264563,"Statistic = way of collecting and analyzing data.
 Population = entire collecting of objects you are interested in (not always obtainable)
 
 
 
   Sample = sample is a subset of the population (solves the unobtainable total population)
 Good sample = looks like the population (tricky)
 Two types of statistics:
 Descriptive = summarizing
 Inferential = predicting
 
 
 ","Descriptive = graphing, describing
 Ex. Average height
 Inferential = tells you something about the population
 Ex. How does the amount of right-handed people in a class represents what is seen in campus
 
 Random sampling = every one can be equally picked in the population  Data collecting
 Experiments 
 Direct observation
 Observational studies
 Three types = cross-sectional, retrospective, prospective
 
 ","Observational = does not affect the action (messes with behavior therefore data)
   Confounding variable = you think x causes y but there might be an z involved (hidden variables)

This is why observational studies cannot prove causation



Experimental study = affects the action 

Can used to prove causation



Randomization controls hidden variables



Ronald Fisher","Answer a question? - use experiments

Not all experiments are ethical Observation s Observational studies

-Simple random sampling

-Convenience sampling

-Stratified sampling = split the population into groups and get some in each group



The sample should be unbiased



Generalization = needs an unbiased sample



Selection bias = sample does not represent the population

Nonresponse bias = sample does not want to response

Response bias (leading ques"
1,Statistics,6264670,"stats is a way of collecting/analyzing data
 population: collection of individuals or objects (not always possible to obtain) S Sampling: a subset of the population (n)
 - good sample should look like the population
 inferential = predicting/inferring
 descriptive = present and describe data","descriptive: graphing, describing, characterizing the sample
 inferential: tells you about population
 random sampling: equally likely to be picked
 
 collecting data
 experiments:
 direct o b direct observation: cross-sectional (comparing data across groups at same time), retrospective (go back in time and examine existing data), prospective (go forward in time, longitudinal data, track data across time)","observational studies: don't affect action, collect data as you observe, cannot draw cause/effect arguments
 confounding variables: hidden variables that affect results  experimental studies: you affect the action
randomization: allows control of other variables that may affect the experiment (eliminate confounding variables)","experiments: expensive, difficult to run, unethical 
depends on question you want answered  simple random sampling (SRS): everyone has equal chance to be selected
convenience sampling: choose sample based on ease of access
stratified sampling: split population into different groups and then randomly sample from each
unbiased vs. biased
selection bias: selected subset doesn't represent the whole population
nonresponse biase: selected sample doesn't want to respond
response biase: leading questions can cause response bias, data becomes invalid"
